ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado
7050,17,2020-10-18,16:01,Corinthians,Flamengo,4-2-3-1,4-2-3-1,V. Carmo Mancini,D. Torrent Font,Flamengo,Neo Química Arena,1,5,SP,RJ
7051,17,2020-10-18,18:15,Internacional,Vasco,4-2-3-1,4-2-3-1,E. Coudet,A. Grasselli,Internacional,Estádio José Pinheiro Borda,2,0,RS,RJ
7053,17,2020-10-18,20:29,Fortaleza,Palmeiras,4-4-2,4-4-2,R. Ceni,A. Lopes dos Santos,Fortaleza,Arena Castelão,2,0,CE,SP
7052,17,2020-10-18,20:31,Bragantino,Sport,4-2-3-1,4-2-3-1,M. Nogueira Barbieri,J. Ribeiro Ventura,Bragantino,Nabizão,2,0,SP,PE
7054,17,2020-10-19,20:00,Bahia,Atletico-MG,4-4-2,4-1-4-1,L. Venker de Menezes,J. Sampaoli Moya,Bahia,Estádio de Pituaçu,3,1,BA,MG
7055,17,2020-10-19,20:00,Botafogo-RJ,Goias,4-3-3,4-2-3-1,B. Lazaroni,E. Alves Moreira,-,Estádio Nilton Santos,0,0,RJ,GO
7056,18,2020-10-21,21:30,Vasco,Corinthians,4-2-3-1,4-1-4-1,R. Andrade Silva Sá Pinto,V. Carmo Mancini,Corinthians,Estádio Vasco da Gama,1,2,RJ,SP
7059,18,2020-10-24,16:00,Atletico-MG,Sport,4-1-4-1,5-4-1,J. Sampaoli Moya,J. Ribeiro Ventura,-, Mineirão,0,0,MG,PE
7057,18,2020-10-24,17:01,Bragantino,Goias,4-3-3,4-2-3-1,M. Nogueira Barbieri,E. Alves Moreira,Bragantino,Nabizão,2,0,SP,GO
7058,18,2020-10-24,19:00,Ceara,Coritiba,4-2-3-1,4-2-3-1,A. Ferreira,J. de Amorim Campos,Ceara,Arena Castelão,2,1,CE,PR
7060,18,2020-10-25,16:00,Atletico-GO,Palmeiras,4-2-3-1,4-2-3-1,E. do Nascimento Souza,A. Lopes dos Santos,Palmeiras,Estádio Olímpico Pedro Ludovico Teixeira,0,3,GO,SP
7061,18,2020-10-25,16:00,Fluminense,Santos,4-3-3,4-4-1-1,O. Hellmann,A. Stival,Fluminense, Maracanã,3,1,RJ,SP
7062,18,2020-10-25,18:15,Athletico-PR,Gremio,4-2-3-1,4-2-3-1,P. Autuori de Mello,Renato Gaúcho,Gremio,Estádio Joaquim Américo Guimarães,1,2,PR,RS
7063,18,2020-10-25,18:15,Internacional,Flamengo,4-2-2-2,4-2-3-1,E. Coudet,D. Torrent Font,-,Estádio José Pinheiro Borda,2,2,RS,RJ
7066,19,2020-10-31,16:59,Botafogo-RJ,Ceara,4-3-3,4-2-3-1,F. Tenius,A. Ferreira,-,Estádio Nilton Santos,2,2,RJ,CE
7067,19,2020-10-31,19:00,Coritiba,Atletico-GO,4-3-3,4-2-3-1,E. Pacheco,E. do Nascimento Souza,Coritiba, Couto Pereira,1,0,PR,GO
7068,19,2020-10-31,19:00,Corinthians,Internacional,4-2-3-1,4-4-2,V. Carmo Mancini,E. Coudet,Corinthians,Neo Química Arena,1,0,SP,RS
7069,19,2020-10-31,20:59,Fortaleza,Fluminense,4-5-1,4-4-2,R. Ceni,O. Hellmann,Fluminense,Arena Castelão,0,1,CE,RJ
7070,19,2020-11-01,16:00,Flamengo,Sao Paulo,4-2-3-1,4-4-2,D. Torrent Font,F. Diniz Silva,Sao Paulo, Maracanã,1,4,RJ,SP
7071,19,2020-11-01,16:01,Sport,Athletico-PR,4-4-2,4-2-3-1,J. Ribeiro Ventura,P. Autuori de Mello,Sport,Adelmar da Costa Carvalho,1,0,PE,PR
7072,19,2020-11-01,18:14,Santos,Bahia,4-3-3,4-2-3-1,A. Stival,L. Venker de Menezes,Santos,Estádio Urbano Caldeira,3,1,SP,BA
7073,19,2020-11-01,20:31,Goias,Vasco,4-2-3-1,4-2-3-1,E. Alves Moreira,R. Andrade Silva Sá Pinto,-,Estádio da Serrinha,1,1,GO,RJ
7074,19,2020-11-02,17:00,Palmeiras,Atletico-MG,4-2-3-1,4-1-4-1,A. Lopes dos Santos,J. Sampaoli Moya,Palmeiras,Allianz Parque,3,0,SP,MG
7075,19,2020-11-02,20:00,Gremio,Bragantino,4-2-3-1,4-3-3,Renato Gaúcho,M. Nogueira Barbieri,Gremio,Arena do Grêmio,2,1,RS,SP
7076,20,2020-11-07,18:00,Athletico-PR,Fortaleza,4-2-3-1,4-4-2,P. Autuori de Mello,R. Ceni,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,CE
7077,20,2020-11-07,19:01,Sao Paulo,Goias,4-1-2-1-2,4-2-3-1,F. Diniz Silva,E. Alves Moreira,Sao Paulo, Morumbi,2,1,SP,GO
7078,20,2020-11-07,21:00,Atletico-GO,Corinthians,4-2-3-1,4-2-3-1,E. do Nascimento Souza,V. Carmo Mancini,-,Estádio Olímpico Pedro Ludovico Teixeira,1,1,GO,SP
7080,20,2020-11-08,16:00,Internacional,Coritiba,4-1-3-2,4-3-3,E. Coudet,R. Marques Santana,-,Estádio José Pinheiro Borda,2,2,RS,PR
7079,20,2020-11-08,16:01,Vasco,Palmeiras,3-4-2-1,4-2-3-1,R. Andrade Silva Sá Pinto,A. Moreira Ferreira,Palmeiras,Estádio Vasco da Gama,0,1,RJ,SP
7082,20,2020-11-08,18:15,Atletico-MG,Flamengo,3-4-3,4-1-4-1,J. Desio,D. Torrent Font,Atletico-MG, Mineirão,4,0,MG,RJ
7083,20,2020-11-08,18:15,Bahia,Botafogo-RJ,4-2-3-1,4-3-3,L. Venker de Menezes,F. Tenius,Bahia,Itaipava Arena Fonte Nova,1,0,BA,RJ
7081,20,2020-11-08,18:16,Bragantino,Santos,4-2-3-1,4-1-4-1,M. Nogueira Barbieri,A. Stival,-,Nabizão,1,1,SP,SP
7084,20,2020-11-08,20:30,Fluminense,Gremio,4-2-3-1,4-2-3-1,O. Hellmann,Renato Gaúcho,Gremio, Maracanã,0,1,RJ,RS
7085,20,2020-11-08,20:30,Ceara,Sport,4-2-3-1,5-4-1,A. Ferreira,J. Ribeiro Ventura,-,Arena Castelão,0,0,CE,PE
7064,18,2020-11-11,18:45,Bahia,Fortaleza,4-2-3-1,4-4-2,L. Venker de Menezes,M. Montenegro,Bahia,Itaipava Arena Fonte Nova,2,1,BA,CE
7086,21,2020-11-14,16:30,Sport,Vasco,4-2-3-1,3-4-2-1,J. Ribeiro Ventura,R. Andrade Silva Sá Pinto,Vasco,Adelmar da Costa Carvalho,0,2,PE,RJ
7087,21,2020-11-14,16:30,Santos,Internacional,4-2-3-1,4-4-2,M. Fernandes,A. da Silva Braga,Santos,Estádio Urbano Caldeira,2,0,SP,RS
7088,21,2020-11-14,16:59,Goias,Athletico-PR,4-2-3-1,4-3-3,E. Alves Moreira,P. Autuori de Mello,Athletico-PR,Estádio da Serrinha,0,1,GO,PR
7090,21,2020-11-14,18:59,Fortaleza,Sao Paulo,4-4-2,4-3-3,M. Oliveira Chamusca,F. Diniz Silva,Sao Paulo,Arena Castelão,2,3,CE,SP
7091,21,2020-11-14,19:00,Gremio,Ceara,4-2-3-1,4-4-2,Renato Gaúcho,A. Ferreira,Gremio,Arena do Grêmio,4,2,RS,CE
7089,21,2020-11-14,19:01,Corinthians,Atletico-MG,4-4-2,4-2-3-1,V. Carmo Mancini,J. Sampaoli Moya,Atletico-MG,Neo Química Arena,1,2,SP,MG
7092,21,2020-11-14,21:30,Palmeiras,Fluminense,4-2-3-1,4-3-3,A. Moreira Ferreira,O. Hellmann,Palmeiras,Allianz Parque,2,0,SP,RJ
7093,21,2020-11-14,21:30,Flamengo,Atletico-GO,4-4-2,4-2-3-1,R. Ceni,M. Ribeiro Cabo,-, Maracanã,1,1,RJ,GO
7094,21,2020-11-16,18:00,Coritiba,Bahia,4-3-3,4-2-3-1,E. Pacheco,L. Venker de Menezes,Bahia, Couto Pereira,1,2,PR,BA
7095,21,2020-11-16,20:00,Botafogo-RJ,Bragantino,4-3-3,4-4-2,E. Díaz,M. Nogueira Barbieri,Bragantino,Estádio Nilton Santos,1,2,RJ,SP
6954,6,2020-11-18,19:00,Atletico-MG,Athletico-PR,4-1-4-1,4-4-2,L. Calixto Zago,P. Autuori de Mello,Athletico-PR, Mineirão,0,2,MG,PR
7044,16,2020-11-19,19:00,Vasco,Fortaleza,3-4-3,4-4-2,R. Andrade Silva Sá Pinto,M. Oliveira Chamusca,-,Estádio Vasco da Gama,0,0,RJ,CE
7096,22,2020-11-20,20:01,Bragantino,Bahia,4-4-2,4-2-3-1,M. Nogueira Barbieri,L. Venker de Menezes,Bragantino,Nabizão,4,0,SP,BA
7097,22,2020-11-21,19:00,Athletico-PR,Santos,4-4-2,4-2-3-1,P. Autuori de Mello,M. Fernandes,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,SP
7098,22,2020-11-21,19:00,Flamengo,Coritiba,4-4-2,3-4-3,R. Ceni,R. Marques Santana,Flamengo, Maracanã,3,1,RJ,PR
7099,22,2020-11-21,21:01,Goias,Palmeiras,4-2-3-1,3-4-1-2,A. César,A. Moreira Ferreira,Goias,Estádio da Serrinha,1,0,GO,SP
7101,22,2020-11-22,16:00,Ceara,Atletico-MG,4-4-2,4-1-4-1,A. Ferreira,L. Calixto Zago,-,Arena Castelão,2,2,CE,MG
7100,22,2020-11-22,16:03,Sao Paulo,Vasco,4-4-2,3-4-2-1,F. Diniz Silva,R. Andrade Silva Sá Pinto,-, Morumbi,1,1,SP,RJ
7102,22,2020-11-22,18:15,Internacional,Fluminense,4-2-3-1,4-2-3-1,L. De Souza,O. Hellmann,Fluminense,Estádio José Pinheiro Borda,1,2,RS,RJ
7103,22,2020-11-22,18:15,Botafogo-RJ,Fortaleza,4-3-3,4-4-2,E. Díaz,M. Oliveira Chamusca,Fortaleza,Estádio Nilton Santos,1,2,RJ,CE
7104,22,2020-11-22,20:30,Corinthians,Gremio,4-2-3-1,4-2-3-1,V. Carmo Mancini,Renato Gaúcho,-,Neo Química Arena,0,0,SP,RS
7105,22,2020-11-23,20:01,Sport,Atletico-GO,4-4-2,4-2-3-1,R. Henriques,M. Ribeiro Cabo,Atletico-GO,Adelmar da Costa Carvalho,0,1,PE,GO
7045,16,2020-11-25,19:15,Ceara,Sao Paulo,4-2-3-1,4-4-2,A. Ferreira,F. Diniz Silva,-,Arena Castelão,1,1,CE,SP
7106,23,2020-11-25,21:30,Atletico-MG,Botafogo-RJ,3-2-4-1,4-2-3-1,L. Calixto Zago,E. Díaz,Atletico-MG, Mineirão,2,1,MG,RJ
7107,23,2020-11-25,21:31,Coritiba,Corinthians,4-3-3,4-2-3-1,R. Marques Santana,V. Carmo Mancini,Corinthians, Couto Pereira,0,1,PR,SP
7108,23,2020-11-26,19:59,Fortaleza,Goias,4-4-2,4-3-3,M. Oliveira Chamusca,A. César,-,Arena Castelão,1,1,CE,GO
7110,23,2020-11-28,16:59,Santos,Sport,4-3-3,5-4-1,A. Stival,C. de Lucena,Santos,Estádio Urbano Caldeira,4,2,SP,PE
7109,23,2020-11-28,17:00,Palmeiras,Athletico-PR,4-2-3-1,4-3-3,A. Moreira Ferreira,P. Autuori de Mello,Palmeiras,Allianz Parque,3,0,SP,PR
7111,23,2020-11-28,18:59,Bahia,Sao Paulo,4-3-3,4-4-2,C. Prates,F. Diniz Silva,Sao Paulo,Itaipava Arena Fonte Nova,1,3,BA,SP
7112,23,2020-11-28,21:00,Atletico-GO,Internacional,4-2-3-1,4-1-3-2,M. Ribeiro Cabo,L. De Souza,-,Estádio Antônio Accioly,0,0,GO,RS
6955,6,2020-11-30,18:00,Gremio,Goias,4-2-3-1,4-3-3,Renato Gaúcho,A. César,Gremio,Arena do Grêmio,2,1,RS,GO
7113,23,2020-11-30,18:00,Vasco,Ceara,3-4-2-1,4-2-3-1,R. Andrade Silva Sá Pinto,A. Ferreira,Ceara,Estádio Vasco da Gama,1,4,RJ,CE
7114,23,2020-11-30,20:00,Fluminense,Bragantino,4-2-2-2,4-3-3,O. Hellmann,M. Nogueira Barbieri,-, Maracanã,0,0,RJ,SP
7116,24,2020-12-02,21:30,Fortaleza,Corinthians,4-4-2,4-2-3-1,M. Oliveira Chamusca,V. Carmo Mancini,-,Arena Castelão,0,0,CE,SP
6894,1,2020-12-03,19:00,Goias,Sao Paulo,3-4-3,4-2-2-2,G. Ramos da Silva,F. Diniz Silva,Sao Paulo,Estádio da Serrinha,0,3,GO,SP
7118,24,2020-12-05,16:59,Botafogo-RJ,Flamengo,4-3-3,4-4-2,F. Mercier De Lucena,R. Ceni,Flamengo,Estádio Nilton Santos,0,1,RJ,RJ
7117,24,2020-12-05,17:01,Santos,Palmeiras,4-2-3-1,4-2-3-1,A. Stival,A. Moreira Ferreira,-,Estádio Urbano Caldeira,2,2,SP,SP
7119,24,2020-12-05,19:00,Fluminense,Athletico-PR,4-2-2-2,4-4-2,O. Hellmann,P. Autuori de Mello,Fluminense, Maracanã,3,1,RJ,PR
7120,24,2020-12-05,19:00,Bahia,Ceara,4-2-3-1,4-2-3-1,L. Venker de Menezes,A. Ferreira,Ceara,Itaipava Arena Fonte Nova,0,2,BA,CE
7121,24,2020-12-05,21:01,Coritiba,Bragantino,4-3-3,4-2-3-1,R. Marques Santana,M. Nogueira Barbieri,-, Couto Pereira,0,0,PR,SP
7122,24,2020-12-06,16:01,Sao Paulo,Sport,4-4-2,5-4-1,F. Diniz Silva,J. Ribeiro Ventura,Sao Paulo, Morumbi,1,0,SP,PE
7123,24,2020-12-06,16:01,Gremio,Vasco,4-2-3-1,3-4-2-1,Renato Gaúcho,R. Andrade Silva Sá Pinto,Gremio,Arena do Grêmio,4,0,RS,RJ
7124,24,2020-12-06,18:15,Atletico-MG,Internacional,3-1-4-2,4-1-4-1,J. Sampaoli Moya,L. De Souza,-, Mineirão,2,2,MG,RS
7125,24,2020-12-07,20:00,Atletico-GO,Goias,4-2-3-1,5-3-2,M. Ribeiro Cabo,G. Ramos da Silva,Goias,Estádio Antônio Accioly,0,1,GO,GO
7065,18,2020-12-09,21:30,Sao Paulo,Botafogo-RJ,4-4-2,4-2-3-1,F. Diniz Silva,F. Mercier De Lucena,Sao Paulo, Morumbi,4,0,SP,RJ
7126,25,2020-12-12,17:00,Athletico-PR,Atletico-MG,4-4-2,4-2-3-1,P. Autuori de Mello,J. Sampaoli Moya,Atletico-MG,Estádio Joaquim Américo Guimarães,0,1,PR,MG
7127,25,2020-12-12,17:01,Bragantino,Fortaleza,4-4-2,4-4-2,M. Nogueira Barbieri,M. Oliveira Chamusca,Bragantino,Nabizão,2,1,SP,CE
7128,25,2020-12-12,19:00,Internacional,Botafogo-RJ,4-4-2,4-2-3-1,A. da Silva Braga,F. Mercier De Lucena,Internacional,Estádio José Pinheiro Borda,2,1,RS,RJ
7129,25,2020-12-12,19:00,Palmeiras,Bahia,4-2-3-1,4-4-2,V. Castanheira Penas,L. Venker de Menezes,Palmeiras,Allianz Parque,3,0,SP,BA
7130,25,2020-12-12,21:00,Goias,Gremio,5-3-2,4-2-3-1,G. Ramos da Silva,Renato Gaúcho,-,Estádio da Serrinha,0,0,GO,RS
7131,25,2020-12-12,21:01,Ceara,Atletico-GO,4-4-2,4-2-3-1,A. Ferreira,M. Ribeiro Cabo,Atletico-GO,Arena Castelão,1,2,CE,GO
7132,25,2020-12-13,16:00,Flamengo,Santos,4-4-2,4-2-3-1,R. Ceni,A. Stival,Flamengo, Maracanã,4,1,RJ,SP
7133,25,2020-12-13,18:15,Corinthians,Sao Paulo,4-2-3-1,4-4-2,V. Carmo Mancini,F. Diniz Silva,Corinthians,Neo Química Arena,1,0,SP,SP
7134,25,2020-12-13,18:16,Sport,Coritiba,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,R. Marques Santana,Sport,Adelmar da Costa Carvalho,1,0,PE,PR
7135,25,2020-12-13,20:30,Vasco,Fluminense,4-2-3-1,4-4-2,R. Andrade Silva Sá Pinto,M. de Oliveira,-,Estádio Vasco da Gama,1,1,RJ,RJ
7136,26,2020-12-16,21:31,Sao Paulo,Atletico-MG,4-2-3-1,3-5-2,F. Diniz Silva,J. Sampaoli Moya,Sao Paulo, Morumbi,3,0,SP,MG
7137,26,2020-12-16,21:31,Atletico-GO,Fluminense,4-2-3-1,4-1-4-1,M. Ribeiro Cabo,M. de Oliveira,Atletico-GO,Estádio Antônio Accioly,2,1,GO,RJ
7138,26,2020-12-19,19:00,Sport,Gremio,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,Renato Gaúcho,-,Adelmar da Costa Carvalho,1,1,PE,RS
7139,26,2020-12-19,21:00,Internacional,Palmeiras,4-2-3-1,4-2-3-1,A. da Silva Braga,A. Moreira Ferreira,Internacional,Estádio José Pinheiro Borda,2,0,RS,SP
7140,26,2020-12-19,21:00,Coritiba,Botafogo-RJ,4-2-3-1,4-1-4-1,E. Pacheco,E. de Souza Barroca,Botafogo-RJ, Couto Pereira,1,2,PR,RJ
7142,26,2020-12-20,15:59,Vasco,Santos,4-2-3-1,4-2-3-1,R. Andrade Silva Sá Pinto,A. Stival,Vasco,Estádio Vasco da Gama,1,0,RJ,SP
7141,26,2020-12-20,16:00,Bragantino,Athletico-PR,4-4-2,4-4-2,M. Nogueira Barbieri,P. Autuori de Mello,Athletico-PR,Nabizão,0,1,SP,PR
7143,26,2020-12-20,18:14,Flamengo,Bahia,4-4-2,4-1-4-1,R. Ceni,L. Venker de Menezes,Flamengo, Maracanã,4,3,RJ,BA
7144,26,2020-12-20,20:30,Fortaleza,Ceara,4-4-2,4-2-3-1,M. Oliveira Chamusca,A. Ferreira,Ceara,Arena Castelão,0,2,CE,CE
7145,26,2020-12-21,20:02,Corinthians,Goias,4-2-3-1,5-3-2,V. Carmo Mancini,G. Ramos da Silva,Corinthians,Neo Química Arena,2,1,SP,GO
7146,27,2020-12-26,17:00,Atletico-MG,Coritiba,4-1-4-1,4-2-3-1,J. Sampaoli Moya,E. Pacheco,Atletico-MG, Mineirão,2,0,MG,PR
7147,27,2020-12-26,19:00,Goias,Sport,5-3-2,4-2-3-1,G. Ramos da Silva,J. Ribeiro Ventura,Goias,Estádio da Serrinha,1,0,GO,PE
7148,27,2020-12-26,19:00,Fortaleza,Flamengo,4-2-3-1,4-4-2,M. Oliveira Chamusca,R. Ceni,-,Arena Castelão,0,0,CE,RJ
7149,27,2020-12-26,20:59,Fluminense,Sao Paulo,4-2-3-1,4-4-2,M. de Oliveira,F. Diniz Silva,Sao Paulo, Maracanã,1,2,RJ,SP
7150,27,2020-12-27,16:00,Botafogo-RJ,Corinthians,4-2-3-1,4-2-3-1,E. de Souza Barroca,V. Carmo Mancini,Corinthians,Estádio Nilton Santos,0,2,RJ,SP
7151,27,2020-12-27,16:01,Bahia,Internacional,4-2-3-1,4-1-4-1,L. Cavalcanti,A. da Silva Braga,Internacional,Itaipava Arena Fonte Nova,1,2,BA,RS
7152,27,2020-12-27,18:15,Athletico-PR,Vasco,4-4-2,4-2-3-1,P. Autuori de Mello,R. Mota,Athletico-PR,Estádio Joaquim Américo Guimarães,3,0,PR,RJ
7153,27,2020-12-27,18:15,Palmeiras,Bragantino,4-2-3-1,4-2-3-1,A. Moreira Ferreira,M. Nogueira Barbieri,Palmeiras,Allianz Parque,1,0,SP,SP
7154,27,2020-12-27,18:16,Santos,Ceara,4-3-3,4-2-3-1,A. Stival,A. Ferreira,-,Estádio Urbano Caldeira,1,1,SP,CE
7155,27,2020-12-27,20:30,Gremio,Atletico-GO,4-2-3-1,4-4-2,Renato Gaúcho,M. Ribeiro Cabo,Gremio,Arena do Grêmio,2,1,RS,GO
7156,28,2021-01-06,19:15,Gremio,Bahia,4-2-3-1,4-1-4-1,Renato Gaúcho,L. Cavalcanti,Gremio,Arena do Grêmio,2,1,RS,BA
7157,28,2021-01-06,19:15,Botafogo-RJ,Athletico-PR,4-3-3,4-4-2,E. de Souza Barroca,P. Autuori de Mello,Athletico-PR,Estádio Nilton Santos,0,2,RJ,PR
7159,28,2021-01-06,20:30,Sport,Fortaleza,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,M. Oliveira Chamusca,Sport,Adelmar da Costa Carvalho,1,0,PE,CE
7158,28,2021-01-06,20:31,Coritiba,Goias,4-3-3,5-3-2,J. Bertagnoli,G. Ramos da Silva,Goias, Couto Pereira,1,2,PR,GO
7160,28,2021-01-06,21:30,Flamengo,Fluminense,4-4-2,4-2-3-1,R. Ceni,A. dos Santos Ferraz,Fluminense, Maracanã,1,2,RJ,RJ
7161,28,2021-01-06,21:30,Bragantino,Sao Paulo,4-1-4-1,4-4-2,M. Nogueira Barbieri,F. Diniz Silva,Bragantino,Nabizão,4,2,SP,SP
7162,28,2021-01-07,19:00,Ceara,Internacional,4-2-3-1,4-2-3-1,A. Ferreira,A. da Silva Braga,Internacional,Arena Castelão,0,2,CE,RS
7163,28,2021-01-07,21:00,Atletico-GO,Vasco,4-2-3-1,4-1-4-1,M. Ribeiro Cabo,V. Luxemburgo da Silva,-,Estádio Antônio Accioly,0,0,GO,RJ
7167,29,2021-01-09,19:00,Coritiba,Athletico-PR,4-3-3,4-2-3-1,J. Bertagnoli,P. Autuori de Mello,-, Couto Pereira,0,0,PR,PR
7166,29,2021-01-09,19:01,Sport,Palmeiras,4-2-3-1,3-4-2-1,J. Ribeiro Ventura,A. Moreira Ferreira,Palmeiras,Adelmar da Costa Carvalho,0,1,PE,SP
7168,29,2021-01-09,21:00,Fortaleza,Gremio,4-2-3-1,4-2-3-1,E. Alves Moreira,Renato Gaúcho,-,Arena Castelão,0,0,CE,RS
7169,29,2021-01-10,16:00,Sao Paulo,Santos,4-4-2,4-1-4-1,F. Diniz Silva,A. Stival,Santos, Morumbi,0,1,SP,SP
7170,29,2021-01-10,16:00,Flamengo,Ceara,4-4-2,4-2-3-1,R. Ceni,A. Ferreira,Ceara, Maracanã,0,2,RJ,CE
7171,29,2021-01-10,18:14,Atletico-GO,Bahia,4-2-3-1,4-1-4-1,M. Ribeiro Cabo,L. Cavalcanti,-,Estádio Antônio Accioly,1,1,GO,BA
7172,29,2021-01-10,18:15,Internacional,Goias,4-2-3-1,5-3-2,A. da Silva Braga,A. César,Internacional,Estádio José Pinheiro Borda,1,0,RS,GO
7173,29,2021-01-10,20:30,Vasco,Botafogo-RJ,4-1-4-1,4-2-3-1,V. Luxemburgo da Silva,E. de Souza Barroca,Vasco,Estádio Vasco da Gama,3,0,RJ,RJ
7174,29,2021-01-11,20:01,Bragantino,Atletico-MG,4-3-3,4-3-3,M. Nogueira Barbieri,J. Sampaoli Moya,-,Nabizão,2,2,SP,MG
7175,29,2021-01-13,21:30,Corinthians,Fluminense,4-2-3-1,4-3-3,V. Carmo Mancini,A. dos Santos Ferraz,Corinthians,Neo Química Arena,5,0,SP,RJ
7176,30,2021-01-15,21:30,Palmeiras,Gremio,4-2-3-1,4-2-3-1,A. Moreira Ferreira,Renato Gaúcho,-,Allianz Parque,1,1,SP,RS
7177,30,2021-01-16,19:00,Fluminense,Sport,4-2-3-1,4-1-4-1,M. de Oliveira,J. Ribeiro Ventura,Fluminense,Estádio Nilton Santos,1,0,RJ,PE
7178,30,2021-01-16,20:59,Vasco,Coritiba,4-1-4-1,4-3-3,V. Luxemburgo da Silva,J. Bertagnoli,Coritiba,Estádio Vasco da Gama,0,1,RJ,PR
7179,30,2021-01-17,15:59,Athletico-PR,Sao Paulo,4-2-3-1,4-4-2,P. Autuori de Mello,F. Diniz Silva,-,Estádio Joaquim Américo Guimarães,1,1,PR,SP
7180,30,2021-01-17,15:59,Santos,Botafogo-RJ,4-2-3-1,4-2-3-1,A. Stival,E. de Souza Barroca,Santos,Estádio Urbano Caldeira,2,1,SP,RJ
7181,30,2021-01-17,18:15,Atletico-MG,Atletico-GO,4-3-3,4-2-3-1,J. Sampaoli Moya,M. Ribeiro Cabo,Atletico-MG, Mineirão,3,1,MG,GO
7182,30,2021-01-17,20:30,Ceara,Bragantino,4-2-3-1,4-3-3,A. Faganello,M. Nogueira Barbieri,Bragantino,Arena Castelão,1,2,CE,SP
7183,30,2021-01-17,20:31,Internacional,Fortaleza,4-2-3-1,4-2-3-1,A. da Silva Braga,E. Alves Moreira,Internacional,Estádio José Pinheiro Borda,4,2,RS,CE
7164,28,2021-01-18,19:00,Palmeiras,Corinthians,4-1-4-1,4-2-3-1,A. Moreira Ferreira,V. Carmo Mancini,Palmeiras,Allianz Parque,4,0,SP,SP
7184,30,2021-01-18,20:00,Goias,Flamengo,3-5-2,4-4-2,G. Ramos da Silva,R. Ceni,Flamengo,Estádio da Serrinha,0,3,GO,RJ
7186,31,2021-01-20,17:00,Botafogo-RJ,Atletico-GO,4-2-3-1,4-2-3-1,E. de Souza Barroca,M. Ribeiro Cabo,Atletico-GO,Estádio Nilton Santos,1,3,RJ,GO
7187,31,2021-01-20,17:59,Bahia,Athletico-PR,4-2-3-1,4-2-3-1,L. Cavalcanti,P. Autuori de Mello,Bahia,Itaipava Arena Fonte Nova,1,0,BA,PR
7188,31,2021-01-20,19:15,Gremio,Atletico-MG,4-2-3-1,4-3-3,Renato Gaúcho,J. Sampaoli Moya,-,Arena do Grêmio,1,1,RS,MG
7189,31,2021-01-20,20:30,Coritiba,Fluminense,4-2-3-1,4-2-3-1,J. Bertagnoli,M. de Oliveira,-, Couto Pereira,3,3,PR,RJ
7191,31,2021-01-20,21:29,Bragantino,Vasco,4-3-3,4-1-4-1,M. Nogueira Barbieri,V. Luxemburgo da Silva,Bragantino,Nabizão,4,1,SP,RJ
7190,31,2021-01-20,21:30,Sao Paulo,Internacional,4-4-2,4-1-4-1,F. Diniz Silva,A. da Silva Braga,Internacional, Morumbi,1,5,SP,RS
7192,31,2021-01-21,19:00,Flamengo,Palmeiras,4-4-2,4-1-4-1,R. Ceni,A. Moreira Ferreira,Flamengo,Estádio Nacional de Brasília,2,0,RJ,SP
7193,31,2021-01-21,19:00,Fortaleza,Santos,4-2-3-1,4-1-4-1,E. Alves Moreira,A. Stival,Fortaleza,Arena Castelão,2,0,CE,SP
7194,31,2021-01-21,19:00,Goias,Ceara,3-1-4-2,4-2-3-1,G. Ramos da Silva,A. Ferreira,Ceara,Estádio da Serrinha,0,4,GO,CE
7195,31,2021-01-21,21:00,Corinthians,Sport,4-2-3-1,4-2-3-1,V. Carmo Mancini,J. Ribeiro Ventura,Corinthians,Neo Química Arena,3,0,SP,PE
7196,32,2021-01-23,19:00,Sao Paulo,Coritiba,4-4-2,4-3-3,F. Diniz Silva,J. Bertagnoli,-, Morumbi,1,1,SP,PR
7197,32,2021-01-23,21:00,Vasco,Atletico-MG,4-2-3-1,3-1-4-2,V. Luxemburgo da Silva,J. Sampaoli Moya,Vasco,Estádio Vasco da Gama,3,2,RJ,MG
7198,32,2021-01-24,16:00,Internacional,Gremio,4-1-4-1,4-1-4-1,A. da Silva Braga,Renato Gaúcho,Internacional,Estádio José Pinheiro Borda,2,1,RS,RS
7200,32,2021-01-24,16:00,Ceara,Palmeiras,4-2-3-1,4-2-3-1,A. Ferreira,A. Moreira Ferreira,Ceara,Arena Castelão,2,1,CE,SP
7199,32,2021-01-24,16:01,Athletico-PR,Flamengo,4-1-4-1,4-4-2,P. Autuori de Mello,R. Ceni,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,RJ
7202,32,2021-01-24,18:15,Sport,Bahia,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,L. Cavalcanti,Sport,Adelmar da Costa Carvalho,2,0,PE,BA
7203,32,2021-01-24,18:15,Santos,Goias,4-3-3,5-3-2,A. Stival,A. César,Goias,Estádio Urbano Caldeira,3,4,SP,GO
