partida_id,rodata,clube,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios
7425,16,America-MG,18,6,59,402,83,11,1,0,3,9
7315,5,Gremio,7,3,47,370,75,10,5,0,2,7
7315,5,Cuiaba,10,2,53,415,79,12,1,0,0,2
7426,17,Chapecoense,8,2,30,234,73,24,5,0,3,1
7426,17,Atletico-GO,16,2,70,559,85,13,2,1,1,6
7427,17,Bahia,9,3,47,425,80,15,1,0,0,2
7427,17,Gremio,15,6,53,489,82,12,1,0,0,4
7428,17,Juventude,19,4,56,495,84,8,1,0,0,5
7428,17,Fortaleza,16,4,44,395,79,9,1,0,2,9
7429,17,Cuiaba,9,4,34,306,73,14,1,0,3,3
7429,17,Palmeiras,31,7,66,544,86,8,1,0,4,13
7431,17,Corinthians,8,2,56,599,86,7,0,0,1,2
7431,17,Athletico-PR,16,4,44,479,85,12,1,1,1,4
7430,17,Flamengo,18,5,63,582,84,12,2,0,0,5
7430,17,Ceara,12,5,37,338,73,13,0,0,1,4
7432,17,Santos,10,4,52,434,81,19,2,0,2,4
7432,17,Internacional,13,4,48,406,77,14,2,0,1,4
7433,17,Sport,15,4,48,382,76,15,2,0,0,3
7433,17,Sao Paulo,12,3,52,422,79,17,2,0,0,7
7435,17,Fluminense,9,3,34,306,80,16,3,0,2,6
7435,17,Atletico-MG,19,7,66,602,87,16,3,0,1,6
7434,17,America-MG,14,3,51,440,81,14,2,0,2,9
7434,17,Bragantino,10,3,49,449,79,15,0,0,2,0
7436,18,Sport,20,7,55,415,81,17,0,1,1,11
7436,18,Chapecoense,15,2,45,354,79,17,1,0,2,5
7437,18,Flamengo,18,11,51,456,86,14,4,0,2,5
7437,18,Santos,11,2,49,445,87,14,4,0,3,4
7438,18,Gremio,11,2,44,462,85,17,1,1,0,6
7438,18,Corinthians,6,1,56,593,87,7,2,0,0,4
7439,18,Athletico-PR,11,4,51,489,84,16,0,0,1,3
7439,18,Palmeiras,16,3,49,459,86,10,3,0,4,8
7440,18,Ceara,6,2,62,481,77,13,2,0,1,2
7440,18,America-MG,19,4,38,285,71,19,1,0,2,9
7441,18,Juventude,9,2,39,298,75,15,2,0,0,3
7441,18,Sao Paulo,7,4,61,460,82,21,5,0,3,8
7442,18,Atletico-GO,8,3,52,429,81,13,1,0,3,6
7442,18,Internacional,7,3,48,397,76,15,2,0,1,6
7443,18,Atletico-MG,26,8,67,653,90,18,4,0,1,17
7443,18,Bragantino,5,0,33,333,75,16,3,0,1,1
7444,18,Fluminense,6,4,48,391,77,19,2,0,2,3
7444,18,Bahia,10,2,52,398,75,21,4,0,3,8
7445,18,Cuiaba,11,5,35,307,76,17,5,0,2,4
7445,18,Fortaleza,19,4,65,539,85,15,2,0,2,7
7405,14,Fluminense,12,6,64,579,87,23,2,0,1,7
7405,14,Juventude,7,2,36,330,78,18,1,0,1,2
7446,19,Fortaleza,18,6,60,467,78,7,1,0,0,4
7446,19,Bahia,13,8,40,315,69,25,3,0,2,6
7447,19,Cuiaba,14,5,36,330,74,11,3,0,0,3
7447,19,Santos,18,5,64,551,89,11,1,0,1,5
7448,19,Sport,9,2,41,346,78,9,1,1,3,7
7448,19,Athletico-PR,16,3,59,481,86,10,1,0,2,9
7449,19,Juventude,12,7,41,437,85,20,4,0,1,2
7449,19,Corinthians,11,2,59,628,89,15,3,0,0,2
7450,19,Fluminense,9,2,45,439,82,4,0,0,0,4
7450,19,Chapecoense,11,3,55,519,84,18,0,0,1,8
7456,20,Athletico-PR,7,1,44,350,75,17,1,0,1,5
7456,20,America-MG,27,6,56,426,81,14,1,0,3,9
7457,20,Juventude,17,6,63,560,86,12,3,0,4,5
7457,20,Cuiaba,3,1,37,349,74,13,4,1,1,0
7458,20,Bragantino,12,5,56,501,87,17,4,1,2,3
7458,20,Chapecoense,22,6,44,387,82,13,2,0,1,6
7459,20,Bahia,13,4,35,312,68,20,4,0,0,1
7459,20,Santos,10,1,65,566,82,16,1,0,0,5
7460,20,Gremio,13,3,41,359,78,22,0,0,0,5
7460,20,Ceara,8,1,59,508,83,9,0,0,0,4
7462,20,Flamengo,11,4,41,379,81,15,2,0,1,4
7462,20,Palmeiras,12,5,59,509,89,14,0,1,2,7
7461,20,Atletico-MG,11,4,52,488,84,18,2,0,1,4
7461,20,Fortaleza,14,4,48,451,81,13,1,0,1,5
7463,20,Atletico-GO,11,5,52,481,85,10,4,0,2,4
7463,20,Corinthians,8,2,48,444,82,10,2,0,2,5
7464,20,Fluminense,8,5,42,309,78,16,5,0,0,4
7464,20,Sao Paulo,8,7,58,417,83,16,4,0,3,5
7465,20,Internacional,11,4,49,449,79,20,1,0,1,4
7465,20,Sport,14,3,51,434,83,21,4,0,2,5
7466,21,Chapecoense,15,3,54,461,85,16,2,0,1,8
7466,21,Palmeiras,13,7,46,419,83,14,2,0,1,1
7467,21,Juventude,15,3,40,341,82,7,1,1,0,3
7467,21,Athletico-PR,27,7,60,479,86,18,5,0,0,9
7468,21,Sport,7,1,40,367,82,13,3,0,3,4
7468,21,Atletico-MG,22,9,60,560,87,18,2,0,0,6
7470,21,Ceara,10,4,51,390,71,17,3,0,0,6
7470,21,Santos,7,1,49,390,73,13,2,0,0,4
7469,21,Bahia,13,3,41,372,74,16,1,0,0,4
7469,21,Bragantino,15,5,59,528,81,13,4,0,0,2
7471,21,Fortaleza,11,5,41,358,86,15,1,1,1,4
7471,21,Internacional,18,5,59,497,88,12,3,1,2,8
7472,21,Sao Paulo,13,5,52,443,79,18,1,0,1,8
7472,21,Atletico-GO,11,4,48,410,77,11,2,0,1,6
7473,21,Corinthians,15,8,65,656,86,8,1,1,1,5
7473,21,America-MG,16,7,35,350,78,13,0,0,1,2
7474,21,Gremio,11,5,38,330,73,17,4,0,0,4
7474,21,Flamengo,9,1,62,534,85,16,3,0,2,2
7475,21,Fluminense,12,5,41,334,82,16,2,0,2,5
7475,21,Cuiaba,7,3,59,476,85,15,2,1,1,1
7451,19,Sao Paulo,6,2,59,452,78,17,3,0,4,8
7451,19,America-MG,9,4,41,322,76,18,1,0,5,3
7476,22,Ceara,24,8,59,485,79,8,0,0,1,8
7476,22,Chapecoense,9,1,41,339,76,18,2,1,1,5
7477,22,Palmeiras,16,5,51,430,82,11,1,0,3,9
7477,22,Corinthians,8,3,49,423,84,8,1,0,2,5
7478,22,Atletico-MG,11,4,51,501,83,12,1,0,1,5
7478,22,Sao Paulo,7,0,49,495,82,14,1,0,0,3
7479,22,America-MG,15,2,42,369,76,9,1,0,5,6
7479,22,Flamengo,9,5,58,505,84,12,1,0,2,6
7480,22,Internacional,12,7,58,503,80,19,2,0,0,8
7480,22,Bahia,15,2,42,347,73,15,2,0,0,7
7481,22,Bragantino,7,4,57,521,86,19,2,0,0,2
7481,22,Fluminense,16,6,43,404,81,11,2,0,2,4
7482,22,Santos,19,3,63,534,86,16,0,0,1,5
7482,22,Juventude,6,4,37,325,77,15,3,0,2,2
7484,22,Athletico-PR,16,5,54,514,85,17,1,0,0,3
7484,22,Gremio,15,7,46,437,82,18,5,0,0,7
7483,22,Sport,18,5,57,452,82,19,5,0,2,3
7483,22,Fortaleza,15,7,43,363,76,14,2,0,0,3
7485,22,Atletico-GO,16,3,57,395,75,10,1,0,1,8
7485,22,Cuiaba,6,2,43,312,72,16,4,0,2,4
7486,23,Cuiaba,14,3,53,368,79,13,1,0,0,4
7486,23,America-MG,9,2,47,322,78,20,2,0,2,3
7487,23,Fortaleza,14,4,68,466,87,14,1,0,4,10
7487,23,Atletico-GO,6,5,32,219,70,20,4,0,1,4
7488,23,Corinthians,11,7,62,595,90,6,0,0,1,8
7488,23,Bragantino,15,5,38,349,82,10,0,0,1,6
7489,23,Atletico-MG,10,3,57,490,86,16,4,0,2,7
7489,23,Internacional,6,4,43,371,78,15,2,0,1,6
7490,23,Flamengo,11,4,72,777,90,13,2,0,1,2
7490,23,Athletico-PR,9,2,28,295,77,14,2,0,2,3
7491,23,Chapecoense,6,2,37,345,72,11,1,0,1,7
7491,23,Sao Paulo,17,8,63,571,84,11,1,0,3,7
7492,23,Juventude,10,4,26,215,68,13,1,0,1,2
7492,23,Palmeiras,15,3,74,602,88,19,1,0,3,8
7493,23,Gremio,22,7,65,520,87,21,2,0,0,11
7493,23,Sport,9,6,35,293,76,18,1,0,0,2
7496,24,Bahia,3,2,28,288,74,18,0,1,0,0
7496,24,Corinthians,21,11,72,731,89,14,0,0,0,7
7497,24,Atletico-MG,16,5,66,551,85,17,1,0,3,11
7497,24,Chapecoense,10,4,34,282,66,12,2,0,1,4
7498,24,Atletico-GO,15,3,61,487,85,12,3,0,2,11
7498,24,Athletico-PR,12,4,39,324,82,16,3,0,1,7
7499,24,Juventude,9,1,56,572,89,11,2,0,1,6
7499,24,Sport,14,8,44,468,88,11,2,0,1,0
7500,24,Internacional,9,1,52,373,76,16,2,0,1,5
7500,24,Ceara,16,5,48,337,77,22,5,0,1,9
7501,24,Bragantino,13,4,42,324,76,13,1,0,1,10
7501,24,Flamengo,11,3,58,441,82,20,3,0,1,4
7504,24,Gremio,20,7,63,571,84,15,2,0,0,7
7504,24,Cuiaba,5,2,37,360,68,10,2,0,1,3
7502,24,Fluminense,8,3,54,461,82,13,2,0,1,5
7502,24,Fortaleza,10,4,46,403,79,16,2,0,0,4
7503,24,America-MG,27,6,61,436,85,14,2,0,1,8
7503,24,Palmeiras,14,5,39,301,70,17,3,0,2,5
7505,24,Santos,6,3,39,300,70,13,4,0,2,3
7505,24,Sao Paulo,14,3,61,431,79,19,2,0,3,9
7506,25,Fluminense,14,1,53,419,83,15,2,0,3,3
7506,25,Atletico-GO,11,2,47,389,81,17,2,0,1,6
7507,25,Ceara,11,5,45,352,80,10,3,0,2,5
7507,25,Atletico-MG,12,4,55,428,82,12,1,0,2,8
7508,25,Sport,11,3,33,340,81,14,3,0,1,7
7508,25,Corinthians,9,3,67,707,90,7,0,0,1,4
7509,25,Flamengo,13,6,61,522,88,17,2,0,0,5
7509,25,Fortaleza,6,2,39,343,79,10,0,1,3,3
7510,25,Athletico-PR,16,3,59,482,84,14,1,0,1,5
7510,25,Bahia,8,4,41,347,74,9,2,0,0,2
7511,25,Palmeiras,20,6,56,457,82,14,1,0,4,8
7511,25,Bragantino,12,6,44,379,81,15,2,0,0,3
7512,25,Juventude,14,5,59,428,80,24,6,0,0,3
7512,25,America-MG,10,2,41,303,73,26,3,0,0,4
7513,25,Chapecoense,10,4,49,422,81,14,1,0,1,7
7513,25,Internacional,15,11,51,434,83,16,3,0,1,7
7514,25,Gremio,8,3,40,319,75,25,5,1,1,3
7514,25,Santos,13,5,60,446,82,14,4,0,1,9
7515,25,Cuiaba,15,6,34,299,74,14,2,0,1,4
7515,25,Sao Paulo,9,2,66,568,87,16,2,0,0,2
7516,26,Bragantino,11,3,39,308,78,12,1,1,0,5
7516,26,Atletico-GO,5,3,61,483,85,13,4,0,0,4
7517,26,Palmeiras,9,2,48,374,83,13,2,1,1,5
7517,26,Bahia,17,5,52,375,83,22,4,0,3,14
7518,26,Santos,5,1,40,336,80,13,7,0,1,2
7518,26,Atletico-MG,14,6,60,500,87,10,2,0,0,4
7519,26,Athletico-PR,14,3,63,512,82,13,5,0,0,8
7519,26,Chapecoense,20,6,37,313,71,17,4,0,3,5
7520,26,Flamengo,14,6,64,553,87,17,2,0,0,6
7520,26,Juventude,10,2,36,311,81,14,3,0,1,6
7521,26,Fortaleza,22,8,47,393,80,13,2,0,0,10
7521,26,Gremio,13,5,53,439,82,17,2,0,2,4
7522,26,Corinthians,8,1,54,568,90,4,1,0,1,8
7522,26,Fluminense,13,4,46,503,89,9,1,0,0,3
7523,26,America-MG,10,2,51,370,71,23,2,0,1,6
7523,26,Internacional,10,6,49,355,74,21,1,0,2,4
7525,26,Sport,13,3,45,394,83,8,0,0,1,5
7525,26,Cuiaba,16,8,55,491,84,14,4,0,2,2
7524,26,Ceara,12,7,36,236,64,14,3,0,0,10
7524,26,Sao Paulo,23,8,64,422,80,18,3,0,3,10
7526,27,Chapecoense,8,1,37,291,72,20,3,0,2,3
7526,27,Fortaleza,14,5,63,498,83,12,1,0,4,3
7527,27,Bahia,13,3,45,320,69,22,2,0,2,7
7527,27,America-MG,15,6,55,382,75,12,1,0,3,8
7528,27,Athletico-PR,16,6,52,439,83,22,2,0,0,6
7528,27,Fluminense,6,2,48,420,83,15,1,0,1,1
7529,27,Palmeiras,16,3,53,449,88,13,3,0,4,5
7529,27,Internacional,14,4,47,423,83,21,4,1,0,6
7530,27,Ceara,23,9,59,458,79,13,2,0,2,11
7530,27,Bragantino,19,6,41,326,72,14,7,0,0,1
7531,27,Gremio,14,7,55,492,82,24,1,0,1,6
7531,27,Juventude,6,3,45,408,81,15,3,0,0,1
7532,27,Atletico-MG,22,3,64,593,88,7,0,0,1,8
7532,27,Atletico-GO,9,4,36,335,77,8,1,0,1,3
7533,27,Sport,14,3,46,385,77,14,1,0,0,8
7533,27,Santos,10,2,54,461,83,11,3,0,2,4
7534,27,Flamengo,16,4,71,691,86,12,1,0,1,12
7534,27,Cuiaba,2,0,29,303,67,7,1,0,2,2
7535,27,Sao Paulo,8,2,45,420,81,21,3,0,4,6
7535,27,Corinthians,10,2,55,500,86,8,2,0,2,5
7452,19,Ceara,14,5,47,368,82,19,4,0,2,7
7452,19,Palmeiras,12,5,53,427,83,11,2,0,3,6
7453,19,Bragantino,15,6,58,473,85,13,2,0,1,6
7453,19,Internacional,9,4,42,353,77,18,5,0,1,1
7536,28,America-MG,16,4,51,441,82,12,2,0,3,5
7536,28,Santos,14,6,49,431,80,10,1,1,1,3
7537,28,Ceara,4,2,37,294,72,20,2,0,2,3
7537,28,Juventude,26,8,63,496,87,15,1,0,0,9
7538,28,Flamengo,16,3,73,543,84,16,3,0,1,7
7538,28,Fluminense,11,6,27,206,64,22,6,0,1,5
7539,28,Fortaleza,16,7,54,442,84,13,2,0,0,4
7539,28,Athletico-PR,13,4,46,365,81,12,2,0,0,10
7540,28,Corinthians,13,2,51,514,83,11,3,1,1,2
7540,28,Internacional,11,6,49,482,84,23,3,1,4,3
7541,28,Cuiaba,7,2,46,428,82,13,0,0,0,2
7541,28,Atletico-MG,21,9,54,487,85,12,0,0,1,7
7542,28,Sao Paulo,15,5,56,441,82,19,0,0,2,5
7542,28,Bragantino,16,5,44,357,80,14,3,0,1,3
7543,28,Chapecoense,11,1,47,450,84,11,1,0,0,9
7543,28,Bahia,15,6,53,519,87,6,1,0,0,4
7544,28,Atletico-GO,11,6,46,360,79,11,2,0,0,3
7544,28,Gremio,19,5,54,404,84,17,7,1,1,11
7545,28,Palmeiras,37,16,65,472,84,10,1,0,1,23
7545,28,Sport,6,1,35,284,70,20,3,0,0,0
7494,23,Fluminense,17,4,56,468,81,10,2,0,0,4
7494,23,Santos,11,5,44,385,76,18,2,0,0,2
7495,23,Ceara,9,4,45,352,82,13,1,1,2,5
7495,23,Bahia,13,7,55,410,83,19,3,0,0,8
7546,34,Sport,17,4,55,472,83,14,6,0,0,7
7546,34,Bragantino,16,3,45,387,82,17,3,0,0,8
7556,29,Santos,10,2,33,305,72,9,2,0,1,2
7556,29,Athletico-PR,29,6,67,584,83,11,1,0,0,8
7557,29,Atletico-MG,16,2,63,453,77,19,2,0,1,7
7557,29,Flamengo,8,3,37,269,70,22,4,0,1,2
7558,29,Bahia,9,0,40,326,66,17,1,0,0,3
7558,29,Juventude,18,3,60,475,82,13,2,0,2,7
7559,29,Fortaleza,12,8,55,401,75,19,5,0,2,5
7559,29,America-MG,23,8,45,335,71,13,0,0,1,7
7560,29,Palmeiras,11,5,51,410,81,12,2,0,0,2
7560,29,Gremio,15,5,49,397,80,26,5,0,2,4
7561,29,Fluminense,17,0,73,546,88,7,2,0,3,7
7561,29,Ceara,8,2,27,217,70,8,4,1,1,4
7562,29,Sao Paulo,21,8,53,494,85,17,0,0,4,5
7562,29,Internacional,9,3,47,457,81,13,2,0,0,1
7563,29,Atletico-GO,16,3,51,429,81,13,3,0,0,3
7563,29,Sport,22,6,49,403,84,15,4,0,2,6
7564,29,Cuiaba,20,6,58,484,86,8,2,0,1,7
7564,29,Bragantino,13,8,42,363,83,16,3,0,1,2
7565,29,Chapecoense,2,2,20,200,68,19,4,0,0,0
7565,29,Corinthians,18,5,80,746,90,12,1,0,0,14
7305,4,Flamengo,13,6,42,311,72,15,2,0,0,3
7305,4,Athletico-PR,21,5,58,407,79,8,4,0,3,7
7454,19,Gremio,14,5,47,388,82,14,6,0,2,8
7454,19,Atletico-MG,15,4,53,445,82,10,5,0,2,1
7566,31,Cuiaba,16,3,57,480,86,13,1,0,3,6
7566,31,Chapecoense,7,2,43,385,81,15,1,0,0,2
7455,19,Flamengo,23,7,52,480,85,10,2,0,4,9
7455,19,Atletico-GO,10,2,48,443,80,15,1,0,2,7
7576,30,Fortaleza,9,2,41,367,79,26,3,0,2,4
7576,30,Corinthians,14,6,59,501,86,18,3,0,0,8
7577,30,Internacional,9,2,39,296,72,19,1,1,1,4
7577,30,Gremio,8,5,61,451,80,17,3,1,1,8
7578,30,Sport,8,2,38,325,77,12,1,0,2,4
7578,30,Fluminense,21,3,62,534,85,11,1,0,2,5
7581,30,Palmeiras,15,6,51,453,83,17,2,0,2,2
7581,30,Santos,12,4,49,426,83,14,3,0,1,4
7579,30,Bragantino,11,3,59,452,82,16,2,0,1,5
7579,30,Athletico-PR,8,5,41,337,75,25,3,0,1,1
7580,30,America-MG,16,4,43,372,79,10,2,0,2,1
7580,30,Atletico-MG,18,7,57,479,81,21,3,0,1,9
7582,30,Sao Paulo,8,3,57,521,85,18,2,0,4,6
7582,30,Bahia,15,4,43,378,79,11,1,0,4,11
7583,30,Ceara,16,4,49,333,78,15,3,0,2,8
7583,30,Cuiaba,7,1,51,347,76,13,1,0,4,4
7584,30,Chapecoense,14,3,40,302,69,14,2,1,3,7
7584,30,Flamengo,21,10,60,452,84,11,3,1,5,6
7567,31,Gremio,25,7,46,445,83,18,3,0,0,6
7567,31,Fluminense,11,5,54,513,84,9,1,0,1,0
7568,31,Athletico-PR,13,4,52,429,82,9,4,0,0,6
7568,31,Ceara,14,4,48,407,76,10,3,1,2,3
7570,31,Santos,11,5,42,361,78,11,2,0,3,5
7570,31,Bragantino,14,3,58,478,82,10,1,0,0,7
7569,31,Corinthians,7,0,54,493,88,4,2,0,1,5
7569,31,Atletico-MG,11,5,46,434,87,20,2,0,1,8
7571,31,Palmeiras,14,7,49,443,89,10,1,0,1,5
7571,31,Atletico-GO,10,0,51,442,88,13,3,0,0,8
7574,31,Internacional,14,3,54,483,85,15,4,0,0,3
7574,31,Juventude,14,3,46,416,86,19,2,0,1,2
7572,31,Sao Paulo,11,3,60,471,83,11,5,0,3,5
7572,31,Fortaleza,15,3,40,333,77,15,4,0,5,6
7573,31,Sport,11,3,41,346,76,11,2,1,0,6
7573,31,America-MG,14,6,59,497,82,14,3,0,1,9
7575,31,Flamengo,17,6,68,557,89,14,0,1,3,8
7575,31,Bahia,7,2,32,268,74,9,1,2,2,3
7587,32,Gremio,26,8,60,515,83,16,1,0,3,9
7587,32,America-MG,12,6,40,362,74,14,3,0,1,3
7586,32,Atletico-GO,9,3,66,423,75,13,2,0,2,14
7586,32,Santos,6,0,34,233,57,13,3,0,5,2
7588,32,Fortaleza,13,2,56,437,84,12,4,0,2,5
7588,32,Bragantino,11,5,44,356,79,25,3,0,1,2
7589,32,Internacional,16,4,47,380,81,17,7,0,4,5
7589,32,Athletico-PR,10,1,53,423,85,13,3,0,1,5
7590,32,Cuiaba,9,6,45,444,85,9,1,0,3,5
7590,32,Corinthians,12,4,55,536,88,15,1,0,1,4
7591,32,Flamengo,15,7,60,549,88,9,1,0,2,3
7591,32,Sao Paulo,6,3,40,375,78,6,1,1,0,1
7592,32,Fluminense,9,3,53,480,83,12,3,1,0,5
7592,32,Palmeiras,11,4,47,443,84,20,4,2,0,2
7593,32,Ceara,12,3,38,291,75,12,1,0,0,2
7593,32,Sport,21,8,62,472,84,17,2,0,1,6
7594,32,Juventude,10,3,45,408,83,17,3,0,0,3
7594,32,Chapecoense,12,4,55,473,89,15,3,0,2,6
7596,33,Atletico-MG,9,2,56,520,85,14,2,0,1,6
7596,33,Athletico-PR,8,1,44,408,80,15,1,0,0,3
7597,33,Bragantino,7,2,47,417,80,17,2,0,0,1
7597,33,Gremio,25,10,53,451,82,15,0,0,2,11
7598,33,America-MG,23,4,59,498,82,7,1,0,2,2
7598,33,Atletico-GO,14,1,41,353,73,14,1,0,1,5
7599,33,Chapecoense,15,5,57,523,83,14,2,0,0,5
7599,33,Santos,9,3,43,395,83,14,1,0,1,2
7600,33,Cuiaba,21,5,48,408,84,14,4,0,1,6
7600,33,Internacional,11,4,52,429,82,17,1,0,1,4
7601,33,Ceara,13,5,37,239,61,14,4,0,2,1
7601,33,Fortaleza,17,8,63,402,80,14,1,0,1,5
7602,33,Sao Paulo,16,6,43,342,78,19,2,0,3,3
7602,33,Palmeiras,16,4,57,422,83,12,1,0,1,7
7603,33,Fluminense,7,1,67,619,86,19,1,0,1,5
7603,33,Juventude,15,7,33,309,77,20,2,0,1,2
7604,33,Flamengo,22,6,57,493,83,15,1,0,2,8
7604,33,Corinthians,6,1,43,390,73,8,2,0,0,1
7605,33,Sport,16,4,42,369,83,19,1,0,0,3
7605,33,Bahia,14,4,58,498,83,14,3,0,0,5
7547,34,Juventude,2,0,39,387,80,13,2,0,0,1
7547,34,Atletico-MG,18,5,61,588,90,20,1,0,1,5
7549,34,Gremio,24,6,63,518,84,18,1,0,0,4
7549,34,Chapecoense,10,4,37,308,70,19,1,0,0,4
7548,34,Palmeiras,13,4,67,528,83,12,2,0,2,6
7548,34,Fortaleza,8,3,33,267,70,22,3,0,2,2
7550,34,Ceara,5,2,40,320,76,21,3,0,5,1
7550,34,Atletico-GO,20,4,60,459,84,10,0,0,0,10
7551,34,Flamengo,15,8,48,439,83,13,1,0,3,5
7551,34,Internacional,22,9,52,452,84,14,2,0,3,8
7552,34,Corinthians,23,11,65,640,90,6,1,0,0,11
7552,34,Santos,9,1,35,344,86,8,0,0,1,4
7553,34,Fluminense,11,5,48,384,80,21,1,0,1,2
7553,34,America-MG,9,3,52,415,82,17,2,0,0,1
7554,34,Cuiaba,8,0,45,391,76,9,0,0,4,4
7554,34,Bahia,19,3,55,470,82,12,1,0,0,8
7285,2,Flamengo,12,6,49,433,83,14,2,0,1,4
7285,2,Gremio,18,8,51,427,81,14,2,2,2,5
7585,30,Juventude,12,5,49,431,87,16,2,0,1,2
7585,30,Atletico-GO,15,8,51,434,87,19,1,0,2,6
7606,35,Palmeiras,11,7,43,314,77,16,4,0,0,2
7606,35,Atletico-MG,15,5,57,410,82,22,3,0,0,6
7555,34,Athletico-PR,3,0,29,252,64,15,2,0,2,0
7555,34,Sao Paulo,20,2,71,597,84,14,3,0,1,9
7607,35,Internacional,14,4,70,583,87,18,5,1,0,7
7607,35,Fluminense,9,1,30,262,69,20,5,0,1,1
7608,35,Fortaleza,11,2,44,331,75,15,2,0,5,4
7608,35,Santos,15,6,56,424,86,15,3,0,3,6
7609,35,Ceara,15,5,37,337,79,16,3,0,0,2
7609,35,Corinthians,15,6,63,565,86,13,4,0,0,5
7616,36,Gremio,11,3,66,442,81,15,3,0,0,9
7616,36,Bahia,13,6,34,236,66,15,3,0,1,3
7617,36,America-MG,13,3,49,353,72,14,2,0,0,5
7617,36,Bragantino,11,5,51,357,78,21,3,0,0,6
7618,36,Sport,7,4,51,402,84,14,1,0,0,5
7618,36,Sao Paulo,20,9,49,395,84,16,0,0,2,7
7619,36,Corinthians,16,5,66,660,87,14,5,0,1,10
7619,36,Athletico-PR,11,2,34,334,79,19,3,0,1,3
7620,36,Fluminense,6,4,52,334,80,18,3,0,0,3
7620,36,Atletico-MG,9,4,48,305,81,22,6,0,0,7
7621,36,Santos,13,5,46,412,82,17,2,0,1,5
7621,36,Internacional,17,6,54,478,84,16,1,0,1,3
7610,35,Atletico-GO,12,3,48,358,79,16,5,0,6,4
7610,35,Bahia,14,2,52,364,81,20,2,1,0,5
7611,35,Bragantino,13,0,54,376,81,25,3,0,2,4
7611,35,Juventude,9,2,46,334,76,15,3,0,2,0
7612,35,Chapecoense,10,3,47,369,76,11,2,0,0,9
7612,35,America-MG,24,7,53,409,79,10,2,0,0,8
7622,36,Flamengo,15,5,52,427,84,20,6,0,3,8
7622,36,Ceara,12,4,48,410,83,19,1,0,3,6
7623,36,Cuiaba,21,6,59,455,84,15,4,0,3,12
7623,36,Palmeiras,13,5,41,337,78,10,1,1,0,4
7595,32,Bahia,13,3,47,387,77,13,2,0,1,4
7595,32,Atletico-MG,19,9,53,425,80,12,3,0,1,6
7613,35,Gremio,17,8,45,398,76,17,3,0,0,6
7613,35,Sao Paulo,5,1,55,488,82,13,2,0,1,0
7614,35,Athletico-PR,19,3,65,502,89,15,4,0,1,8
7614,35,Cuiaba,8,1,35,273,76,14,5,1,2,2
7615,35,Flamengo,22,7,53,426,87,11,3,0,0,6
7615,35,Sport,15,9,47,397,85,13,2,0,0,6
7624,36,Chapecoense,8,0,43,354,77,17,2,0,3,3
7624,36,Atletico-GO,9,1,57,477,84,17,3,0,0,4
7625,36,Juventude,11,3,47,363,79,14,0,0,0,4
7625,36,Fortaleza,15,4,53,411,84,20,2,0,2,5
7626,37,Fluminense,9,1,63,512,87,20,5,1,1,3
7626,37,Bahia,14,6,37,285,74,14,2,1,0,11
7628,37,Atletico-MG,13,6,62,580,87,5,1,0,1,5
7628,37,Bragantino,18,11,38,361,85,10,2,0,0,3
7627,37,Gremio,12,3,28,249,74,22,3,0,0,5
7627,37,Corinthians,11,3,72,633,90,7,1,0,3,2
7629,37,America-MG,18,1,47,329,71,13,2,0,2,3
7629,37,Ceara,15,3,53,357,73,14,0,0,3,7
7631,37,Athletico-PR,23,4,72,600,83,11,1,0,4,8
7631,37,Palmeiras,4,0,28,249,62,10,1,0,0,1
7630,37,Juventude,9,3,46,291,79,13,3,0,1,6
7630,37,Sao Paulo,13,6,54,356,78,25,5,0,0,7
7632,37,Cuiaba,8,1,36,279,71,22,1,0,4,1
7632,37,Fortaleza,13,3,64,489,82,23,3,0,1,2
7633,37,Atletico-GO,11,4,39,365,81,9,2,0,0,3
7633,37,Internacional,23,6,61,535,86,14,3,0,3,11
7634,37,Santos,9,4,36,280,75,14,3,0,4,1
7634,37,Flamengo,9,4,64,482,87,23,3,0,3,5
7635,37,Sport,25,4,71,526,88,27,4,0,0,3
7635,37,Chapecoense,14,6,29,213,73,16,3,1,0,6
7642,38,Sport,18,6,63,569,89,17,1,0,1,6
7642,38,Athletico-PR,7,4,37,338,81,14,1,0,0,4
7636,38,Fortaleza,14,6,52,338,80,15,4,0,3,6
7636,38,Bahia,9,6,48,312,72,17,2,0,1,3
7637,38,Flamengo,12,6,48,439,88,7,2,0,0,6
7637,38,Atletico-GO,13,3,52,466,88,15,4,0,1,4
7638,38,Ceara,31,9,69,620,85,4,0,0,0,8
7638,38,Palmeiras,12,2,31,289,69,18,2,0,2,5
7639,38,Fluminense,22,8,68,541,88,12,3,0,1,9
7639,38,Chapecoense,3,0,32,260,72,10,2,0,2,3
7640,38,Sao Paulo,11,2,55,463,80,18,2,0,0,5
7640,38,America-MG,19,4,45,383,75,18,2,0,2,5
7641,38,Bragantino,23,4,44,370,80,23,4,0,3,4
7641,38,Internacional,4,1,56,474,78,26,5,0,0,2
7643,38,Juventude,17,6,44,404,78,10,1,0,0,11
7643,38,Corinthians,1,1,56,519,85,22,2,1,0,4
7644,38,Gremio,7,4,37,328,83,15,3,0,1,3
7644,38,Atletico-MG,13,7,63,548,88,11,1,0,0,9
