partida_id,rodata,clube,cartao,atleta,num_camisa,posicao,minuto
7516,26,Bragantino,Amarelo,Leo Ortiz,3,Zagueiro,84
7516,26,Atletico-GO,Amarelo,Janderson,20,Atacante,76
7516,26,Atletico-GO,Amarelo,Ronald Pereira Martins,11,Meio-campo,33
7516,26,Bragantino,Vermelho,Eric dos Santos Rodrigues,16,Meio-campo,29
7516,26,Bragantino,Amarelo,Eric dos Santos Rodrigues,16,Meio-campo,22
7516,26,Atletico-GO,Amarelo,Arnaldo Manoel de Almeida,2,Zagueiro,38
7516,26,Atletico-GO,Amarelo,Willian Maranhao,5,Meio-campo,8
7517,26,Palmeiras,Vermelho,Wesley Ribeiro Silva,11,Atacante,83
7517,26,Bahia,Amarelo,Lucas Mugni,19,Meio-campo,89
7517,26,Bahia,Amarelo,Daniel Sampaio Simoes,8,Meio-campo,64
7517,26,Palmeiras,Amarelo,Rony,7,Meio-campo,67
7517,26,Bahia,Amarelo,Ronaldo Cesar Soares dos Santos,57,Atacante,84
7517,26,Bahia,Amarelo,Juan Pablo Ramirez Velasquez,15,Meio-campo,41
7517,26,Palmeiras,Amarelo,Benjamin Kuscevic,4,Zagueiro,45+2
7518,26,Atletico-MG,Amarelo,Jose Rodolfo Pires Ribeiro,6,Zagueiro,84
7518,26,Santos,Amarelo,Marinho,11,Atacante,76
7518,26,Santos,Amarelo,Wagner Leonardo,14,Zagueiro,74
7518,26,Santos,Amarelo,Joao Paulo,34,Goleiro,67
7518,26,Santos,Amarelo,Raniel,12,Atacante,50
7518,26,Atletico-MG,Amarelo,Savinho,33,Atacante,81
7518,26,Santos,Amarelo,Jean Mota Oliveira de Souza,41,Meio-campo,74
7518,26,Santos,Amarelo,Lucas Braga Ribeiro,30,Meio-campo,68
7518,26,Santos,Amarelo,Marcos Rogerio Ricci Lopes,21,Zagueiro,50
7519,26,Chapecoense,Amarelo,Moises Ribeiro Santos,5,Meio-campo,45
7519,26,Chapecoense,Amarelo,Rodriguinho,35,Atacante,12
7519,26,Athletico-PR,Amarelo,Thiago Heleno,44,Zagueiro,53
7519,26,Athletico-PR,Amarelo,Nikao,11,Atacante,45
7519,26,Athletico-PR,Amarelo,Ivaldo,27,Zagueiro,44
7519,26,Chapecoense,Amarelo,Busanello,6,Zagueiro,63
7519,26,Chapecoense,Amarelo,Anderson Leite Moraes,26,Meio-campo,44
7519,26,Athletico-PR,Amarelo,Pedro Henrique Azevedo Pereira,31,Zagueiro,88
7519,26,Athletico-PR,Amarelo,Richard Candido Coelho,25,Meio-campo,45
7520,26,Flamengo,Amarelo,Rene Rodrigues Martins,6,Zagueiro,90+2
7520,26,Juventude,Amarelo,Vitor Mendes,34,Zagueiro,85
7520,26,Juventude,Amarelo,Juan Quintero Fletcher,3,Zagueiro,34
7520,26,Flamengo,Amarelo,Filipe Luis,16,Zagueiro,71
7520,26,Juventude,Amarelo,William Matheus,66,Meio-campo,61
7521,26,Fortaleza,Amarelo,Robson Fernandes,7,Atacante,45+3
7521,26,Gremio,Amarelo,Ruan Tressoldi,44,Zagueiro,81
7521,26,Fortaleza,Amarelo,Felipe,15,Meio-campo,89
7521,26,Gremio,Amarelo,Everton Cardoso da Silva,22,Atacante,90+4
7522,26,Fluminense,Amarelo,Danilo Barcelos,14,Zagueiro,28
7522,26,Corinthians,Amarelo,Fagner,23,Zagueiro,31
7523,26,America-MG,Amarelo,Ribamar,7,Atacante,69
7523,26,Internacional,Amarelo,Paulo Victor,23,Zagueiro,90+5
7523,26,America-MG,Amarelo,Felipe Azevedo,11,Meio-campo,58
7525,26,Cuiaba,Amarelo,Joao Lucas,2,Zagueiro,80
7525,26,Cuiaba,Amarelo,Max Alves,11,Atacante,70
7525,26,Cuiaba,Amarelo,Yuri Oliveira Lima,18,Meio-campo,79
7525,26,Cuiaba,Amarelo,Alan Empereur,3,Zagueiro,42
7524,26,Sao Paulo,Amarelo,Jonathan Calleri,30,Atacante,61
7524,26,Sao Paulo,Amarelo,Joao Miranda de Souza Filho,22,Zagueiro,38
7524,26,Ceara,Amarelo,Richard de Oliveira Costa,91,Goleiro,45+3
7524,26,Sao Paulo,Amarelo,Luis Manuel Orejuela,20,Zagueiro,48
7524,26,Ceara,Amarelo,William,5,Meio-campo,86
7524,26,Ceara,Amarelo,Fabinho,19,Meio-campo,35
7526,27,Chapecoense,Amarelo,Geuvanio,50,Atacante,76
7526,27,Chapecoense,Amarelo,Ignacio da Silva Oliveira,21,Zagueiro,41
7526,27,Chapecoense,Amarelo,Anderson Jordan,55,Zagueiro,60
7526,27,Fortaleza,Amarelo,Yago Pikachu,22,Meio-campo,90+3
7527,27,America-MG,Amarelo,Marlon,66,Zagueiro,52
7527,27,Bahia,Amarelo,Lucas Mugni,19,Meio-campo,66
7527,27,Bahia,Amarelo,German Conti,5,Zagueiro,90
7528,27,Athletico-PR,Amarelo,Lucas Fasson,37,Zagueiro,42
7528,27,Athletico-PR,Amarelo,Nicolas Hernandez,2,Zagueiro,55
7528,27,Fluminense,Amarelo,Jhon Arias,21,Meio-campo,45
7529,27,Palmeiras,Amarelo,Gustavo Scarpa,14,Meio-campo,90+2
7529,27,Palmeiras,Amarelo,Felipe Melo,30,Meio-campo,14
7529,27,Internacional,Amarelo,Gabriel Mercado,25,Zagueiro,54
7529,27,Internacional,Amarelo,Patrick,88,Meio-campo,16
7529,27,Internacional,Vermelho,Edenilson Andrade dos Santos,8,Meio-campo,50
7529,27,Palmeiras,Amarelo,Rony,7,Meio-campo,75
7529,27,Internacional,Amarelo,Heitor Rodrigues da Fonseca,2,Zagueiro,90+4
7529,27,Internacional,Amarelo,Victor Cuesta,15,Zagueiro,37
7530,27,Ceara,Amarelo,Bruno Pacheco,6,Zagueiro,45+2
7530,27,Bragantino,Amarelo,Gabriel Novaes,35,Atacante,85
7530,27,Bragantino,Amarelo,Pedrinho,33,Meio-campo,61
7530,27,Bragantino,Amarelo,Emiliano Martinez,40,Meio-campo,16
7530,27,Ceara,Amarelo,Gabriel Lacerda,15,Zagueiro,90+9
7530,27,Bragantino,Amarelo,Jadsom,5,Meio-campo,90+3
7530,27,Bragantino,Amarelo,Cristiano Claudinei Nogueira,38,Meio-campo,79
7530,27,Bragantino,Amarelo,Jan Hurtado,27,Atacante,26
7530,27,Bragantino,Amarelo,Luan Candido,29,Zagueiro,13
7531,27,Gremio,Amarelo,Lucas Silva Borges,16,Meio-campo,86
7531,27,Juventude,Amarelo,Roberson,19,Atacante,79
7531,27,Juventude,Amarelo,Guilherme Oliveira Santos,33,Zagueiro,89
7531,27,Juventude,Amarelo,Guilherme Castilho,99,Meio-campo,42
7532,27,Atletico-GO,Amarelo,Ze Roberto,9,Atacante,36
7533,27,Santos,Amarelo,Madson,13,Zagueiro,80
7533,27,Santos,Amarelo,Carlos Andres Sanchez,7,Meio-campo,10
7533,27,Sport,Amarelo,Sander Henrique Bortolotto,56,Zagueiro,90+6
7533,27,Santos,Amarelo,Wagner Leonardo,14,Zagueiro,49
7534,27,Cuiaba,Amarelo,Marllon Borges,13,Zagueiro,70
7534,27,Flamengo,Amarelo,Filipe Luis,16,Zagueiro,90+2
7535,27,Sao Paulo,Amarelo,Gabriel Neves,15,Meio-campo,61
7535,27,Corinthians,Amarelo,Roger Guedes,123,Atacante,82
7535,27,Sao Paulo,Amarelo,Robert Arboleda,5,Zagueiro,62
7535,27,Sao Paulo,Amarelo,Liziero,14,Meio-campo,43
7535,27,Corinthians,Amarelo,Joao Victor da Silva Marcelino,33,Zagueiro,43
7452,19,Ceara,Amarelo,Erick,97,Meio-campo,80
7452,19,Ceara,Amarelo,Igor Inocencio de Oliveira,2,Zagueiro,59
7452,19,Palmeiras,Amarelo,Jose Rafael Vivian,8,Meio-campo,81
7452,19,Ceara,Amarelo,Luiz Otavio,13,Zagueiro,90
7452,19,Ceara,Amarelo,Vinicius,29,Meio-campo,78
7452,19,Palmeiras,Amarelo,Weverton Pereira da Silva,21,Goleiro,90+5
7453,19,Internacional,Amarelo,Gabriel Boschilia,21,Meio-campo,86
7453,19,Internacional,Amarelo,Mauricio,27,Meio-campo,45
7453,19,Bragantino,Amarelo,Aderlan Silva,13,Zagueiro,90+1
7453,19,Internacional,Amarelo,Ze Gabriel,35,Zagueiro,90+4
7453,19,Internacional,Amarelo,Renzo Saravia,26,Zagueiro,75
7453,19,Internacional,Amarelo,Bruno Mendez,22,Zagueiro,40
7453,19,Bragantino,Amarelo,Helio Junio Nunes de Castro,11,Meio-campo,45+2
7536,28,Santos,Vermelho,Jean Mota Oliveira de Souza,41,Meio-campo,45+1
7536,28,Santos,Amarelo,Guilherme Camacho,29,Meio-campo,90+1
7536,28,America-MG,Amarelo,Juninho,8,Meio-campo,12
7536,28,America-MG,Amarelo,Marlon,66,Zagueiro,53
7537,28,Ceara,Amarelo,Joao Ricardo Riedi,1,Goleiro,61
7537,28,Juventude,Amarelo,William Matheus,66,Zagueiro,63
7537,28,Ceara,Amarelo,Igor Inocencio de Oliveira,2,Zagueiro,45+1
7538,28,Fluminense,Amarelo,Lucca Borges de Brito,7,Meio-campo,90+5
7538,28,Fluminense,Amarelo,Samuel Xavier,2,Zagueiro,73
7538,28,Fluminense,Amarelo,John Kennedy,23,Atacante,62
7538,28,Flamengo,Amarelo,Victor Vinicius Coelho Santos,11,Atacante,90+5
7538,28,Flamengo,Amarelo,Diego Ribas,10,Meio-campo,8
7538,28,Fluminense,Amarelo,Abel Hernandez,32,Atacante,87
7538,28,Fluminense,Amarelo,David Braz,44,Zagueiro,64
7538,28,Fluminense,Amarelo,Andre,35,Meio-campo,42
7538,28,Flamengo,Amarelo,Everton Ribeiro,7,Meio-campo,41
7539,28,Fortaleza,Amarelo,Robson Fernandes,7,Atacante,73
7539,28,Athletico-PR,Amarelo,Fernando Canesin,55,Meio-campo,32
7539,28,Fortaleza,Amarelo,Ederson,13,Zagueiro,77
7539,28,Athletico-PR,Amarelo,Christian Roberto Alves Cardoso,88,Meio-campo,39
7540,28,Corinthians,Vermelho,Xavier,39,Meio-campo,90+5
7540,28,Internacional,Amarelo,Gabriel Mercado,25,Zagueiro,45+1
7540,28,Corinthians,Amarelo,Cassio Ramos,12,Goleiro,90+8
7540,28,Corinthians,Amarelo,Gabriel Girotto Franco,5,Meio-campo,26
7540,28,Internacional,Vermelho,Patrick,88,Meio-campo,90+5
7540,28,Internacional,Amarelo,Taison,10,Meio-campo,64
7540,28,Internacional,Amarelo,Rodrigo Dourado,13,Meio-campo,37
7540,28,Corinthians,Amarelo,Renato Augusto,8,Meio-campo,88
7542,28,Bragantino,Amarelo,Jadsom,5,Meio-campo,78
7542,28,Bragantino,Amarelo,Fabricio Bruno,14,Zagueiro,90+5
7542,28,Bragantino,Amarelo,Helio Junio Nunes de Castro,11,Meio-campo,40
7543,28,Bahia,Amarelo,Rai Nascimento de Oliveira,18,Meio-campo,46
7543,28,Chapecoense,Amarelo,Kaio Nunes,96,Atacante,50
7544,28,Atletico-GO,Amarelo,Willian Maranhao,5,Meio-campo,90
7544,28,Gremio,Amarelo,Miguel Borja,9,Atacante,90
7544,28,Gremio,Amarelo,Rafinha,13,Zagueiro,69
7544,28,Gremio,Amarelo,Thiago dos Santos,5,Meio-campo,41
7544,28,Gremio,Amarelo,Walter Kannemann,4,Zagueiro,24
7544,28,Gremio,Vermelho,Paulo Miranda,28,Zagueiro,69
7544,28,Atletico-GO,Amarelo,Andre Luis,10,Meio-campo,69
7544,28,Gremio,Amarelo,Luiz Fernando Moraes dos Santos,33,Atacante,76
7544,28,Gremio,Amarelo,Aldemir Ferreira,11,Atacante,65
7544,28,Gremio,Amarelo,Paulo Miranda,28,Zagueiro,29
7545,28,Sport,Amarelo,Jose Welison,14,Meio-campo,74
7545,28,Sport,Amarelo,Marcao,77,Meio-campo,36
7545,28,Palmeiras,Amarelo,Gustavo Gomez,15,Zagueiro,85
7545,28,Sport,Amarelo,Sabino,35,Zagueiro,43
7494,23,Santos,Amarelo,Vinicius Zanocelo,25,Meio-campo,43
7494,23,Fluminense,Amarelo,John Kennedy,23,Atacante,43
7494,23,Santos,Amarelo,Marinho,11,Atacante,79
7494,23,Fluminense,Amarelo,Gustavo Nonato Santana,8,Meio-campo,81
7495,23,Bahia,Amarelo,Nino Paraiba,2,Zagueiro,38
7495,23,Ceara,Amarelo,Cleber,89,Atacante,81
7495,23,Ceara,Vermelho,Cleber,89,Atacante,83
7495,23,Bahia,Amarelo,Lucas Araujo,34,Meio-campo,72
7495,23,Bahia,Amarelo,Matheus Bahia Santos,79,Zagueiro,35
7495,23,Ceara,Amarelo,Bruno Pacheco,6,Zagueiro,32
7546,34,Bragantino,Amarelo,Edimar Fraga,6,Zagueiro,83
7546,34,Sport,Amarelo,Hernanes,8,Meio-campo,82
7546,34,Sport,Amarelo,Ewerton Diogenes Da Silva,66,Zagueiro,57
7546,34,Sport,Amarelo,Sander Henrique Bortolotto,56,Zagueiro,48
7546,34,Bragantino,Amarelo,Fabricio Bruno,14,Zagueiro,86
7546,34,Bragantino,Amarelo,Artur Victor Guimaraes,7,Meio-campo,76
7546,34,Sport,Amarelo,Mikael,99,Atacante,79
7546,34,Sport,Amarelo,Gustavo,10,Meio-campo,56
7546,34,Sport,Amarelo,Ronaldo,5,Meio-campo,34
7556,29,Athletico-PR,Amarelo,Ivaldo,27,Zagueiro,68
7556,29,Santos,Amarelo,Joao Paulo,34,Goleiro,67
7556,29,Santos,Amarelo,Vinicius Balieiro,17,Meio-campo,86
7557,29,Flamengo,Amarelo,Diego Alves,1,Goleiro,90+2
7557,29,Flamengo,Amarelo,Everton Ribeiro,7,Meio-campo,39
7557,29,Atletico-MG,Amarelo,Claudio Rodrigues Gomes,2,Zagueiro,20
7557,29,Flamengo,Amarelo,Rodinei de Almeida,20,Zagueiro,90+7
7557,29,Flamengo,Amarelo,Bruno Henrique,27,Meio-campo,45
7557,29,Atletico-MG,Amarelo,Nathan Silva,40,Zagueiro,27
7558,29,Juventude,Amarelo,Fernando Jose Pacheco Rivas,17,Atacante,84
7558,29,Juventude,Amarelo,Vitor Mendes,34,Zagueiro,88
7558,29,Bahia,Amarelo,Gilberto Oliveira Souza Junior,9,Atacante,90
7559,29,Fortaleza,Amarelo,Ederson,13,Meio-campo,82
7559,29,Fortaleza,Amarelo,Lucas Rafael Araujo Lima,25,Meio-campo,67
7559,29,Fortaleza,Amarelo,Matheus Jussa,16,Meio-campo,59
7559,29,Fortaleza,Amarelo,Romarinho,20,Atacante,78
7559,29,Fortaleza,Amarelo,Cristian Chagas Tarouco,44,Zagueiro,64
7560,29,Gremio,Amarelo,Alisson Euler de Freitas Castro,23,Meio-campo,69
7560,29,Gremio,Amarelo,Jean Pyerre,88,Meio-campo,39
7560,29,Palmeiras,Amarelo,Luan Garcia Teixeira,13,Zagueiro,90+1
7560,29,Palmeiras,Amarelo,Felipe Melo,30,Meio-campo,62
7560,29,Gremio,Amarelo,Vanderson de Oliveira Campos,35,Zagueiro,90+7
7560,29,Gremio,Amarelo,Thiago dos Santos,5,Meio-campo,64
7560,29,Gremio,Amarelo,Walter Kannemann,4,Zagueiro,27
7561,29,Ceara,Vermelho,Gabriel Dias de Oliveira,94,Zagueiro,29
7561,29,Ceara,Amarelo,Messias Rodrigues da Silva Junior,3,Zagueiro,90+2
7561,29,Ceara,Amarelo,Stiven Mendoza,10,Meio-campo,68
7561,29,Fluminense,Amarelo,Fred,9,Atacante,90+2
7561,29,Ceara,Amarelo,William,5,Meio-campo,84
7561,29,Ceara,Amarelo,Fabinho,19,Meio-campo,42
7561,29,Fluminense,Amarelo,Andre,35,Meio-campo,18
7562,29,Internacional,Amarelo,Kaique Rocha,3,Zagueiro,78
7562,29,Internacional,Amarelo,Victor Cuesta,15,Zagueiro,37
7563,29,Sport,Amarelo,Gustavo,10,Meio-campo,77
7563,29,Sport,Amarelo,Jose Welison,14,Meio-campo,56
7563,29,Atletico-GO,Amarelo,Arnaldo Manoel de Almeida,2,Zagueiro,54
7563,29,Atletico-GO,Amarelo,Fernando Miguel Kaufmann,1,Goleiro,38
7563,29,Sport,Amarelo,Mikael,99,Atacante,77
7563,29,Sport,Amarelo,Hernanes,8,Meio-campo,47
7563,29,Atletico-GO,Amarelo,Ronald Pereira Martins,11,Meio-campo,48
7564,29,Cuiaba,Amarelo,Auremir Evangelista dos Santos,16,Meio-campo,55
7564,29,Bragantino,Amarelo,Weverson,26,Zagueiro,45+2
7564,29,Cuiaba,Amarelo,Joao Lucas,2,Zagueiro,79
7564,29,Bragantino,Amarelo,Leo Ortiz,3,Zagueiro,73
7564,29,Bragantino,Amarelo,Alerrandro Barra Mansa Realino de Souza,9,Atacante,45
7565,29,Corinthians,Amarelo,Renato Augusto,8,Atacante,42
7565,29,Chapecoense,Amarelo,Henrique Almeida,11,Atacante,67
7565,29,Chapecoense,Amarelo,Anselmo Ramon,9,Atacante,40
7565,29,Chapecoense,Amarelo,Ezequiel,30,Zagueiro,77
7565,29,Chapecoense,Amarelo,Keiller,1,Goleiro,62
7305,4,Athletico-PR,Amarelo,Nicolas Hernandez,2,Zagueiro,70
7305,4,Athletico-PR,Amarelo,Thiago Heleno,44,Zagueiro,21
7305,4,Flamengo,Amarelo,Andreas Pereira,18,Meio-campo,76
7305,4,Athletico-PR,Amarelo,Renato Kayzer,79,Atacante,35
7305,4,Athletico-PR,Amarelo,David Terans,80,Atacante,5
7305,4,Flamengo,Amarelo,Leo Pereira,4,Zagueiro,27
7454,19,Atletico-MG,Amarelo,Allan Rodrigues de Souza,29,Meio-campo,90+1
7454,19,Atletico-MG,Amarelo,Ignacio Fernandez,26,Meio-campo,53
7454,19,Atletico-MG,Amarelo,Matias Zaracho,15,Meio-campo,45+3
7454,19,Gremio,Amarelo,Douglas Costa,10,Atacante,81
7454,19,Gremio,Amarelo,Pedro Geromel,3,Zagueiro,58
7454,19,Gremio,Amarelo,Lucas Silva Borges,16,Meio-campo,36
7454,19,Atletico-MG,Amarelo,Mariano Ferreira Filho,25,Zagueiro,78
7454,19,Atletico-MG,Amarelo,Danilo Neves,37,Meio-campo,50
7454,19,Gremio,Amarelo,Rafinha,13,Zagueiro,90+5
7454,19,Gremio,Amarelo,Jaminton Campaz,7,Meio-campo,73
7454,19,Gremio,Amarelo,Miguel Borja,9,Atacante,38
7566,31,Chapecoense,Amarelo,Matheus Antunes Ribeiro,2,Zagueiro,90+5
7566,31,Cuiaba,Amarelo,Osman,20,Atacante,77
7455,19,Flamengo,Amarelo,Gabriel Barbosa,9,Atacante,28
7455,19,Flamengo,Amarelo,Andreas Pereira,18,Meio-campo,39
7455,19,Atletico-GO,Amarelo,Igor Aquino da Silva,6,Zagueiro,41
7576,30,Corinthians,Amarelo,Fagner,23,Zagueiro,66
7576,30,Fortaleza,Amarelo,Robson Fernandes,270,Atacante,59
7576,30,Fortaleza,Amarelo,Felipe,267,Meio-campo,44
7576,30,Corinthians,Amarelo,Victor Cantillo,24,Meio-campo,90+2
7576,30,Corinthians,Amarelo,Roger Guedes,123,Meio-campo,56
7576,30,Fortaleza,Amarelo,Lucas Rafael Araujo Lima,25,Meio-campo,51
7577,30,Internacional,Vermelho,Patrick,88,Meio-campo,90+7
7577,30,Gremio,Amarelo,Thiago dos Santos,5,Meio-campo,75
7577,30,Gremio,Amarelo,Mathias Villasanti,21,Meio-campo,22
7577,30,Gremio,Vermelho,Bruno Cortes,12,Zagueiro,90+7
7577,30,Internacional,Amarelo,Renzo Saravia,26,Zagueiro,24
7577,30,Gremio,Amarelo,Pedro Geromel,3,Zagueiro,29
7578,30,Sport,Amarelo,Luciano Juba,46,Meio-campo,24
7578,30,Fluminense,Amarelo,Marlon Rodrigues Xavier,30,Zagueiro,41
7581,30,Santos,Amarelo,Madson,13,Zagueiro,65
7581,30,Palmeiras,Amarelo,Jose Rafael Vivian,8,Meio-campo,31
7581,30,Santos,Amarelo,Felipe Jonatan,3,Meio-campo,78
7581,30,Santos,Amarelo,Raniel,12,Atacante,3
7581,30,Palmeiras,Amarelo,Gustavo Gomez,15,Zagueiro,25
7579,30,Bragantino,Amarelo,Eric dos Santos Rodrigues,16,Meio-campo,74
7579,30,Athletico-PR,Amarelo,Ivaldo,27,Zagueiro,48
7579,30,Bragantino,Amarelo,Natan Bernardo de Souza,21,Zagueiro,86
7579,30,Athletico-PR,Amarelo,Bissoli,17,Atacante,72
7579,30,Athletico-PR,Amarelo,Leo Cittadini,18,Meio-campo,28
7580,30,Atletico-MG,Amarelo,Guilherme Arana,13,Zagueiro,89
7580,30,Atletico-MG,Amarelo,Jefferson Savarino,17,Meio-campo,53
7580,30,America-MG,Amarelo,Fabricio Daniel de Souza,13,Atacante,76
7580,30,Atletico-MG,Amarelo,Junior Alonso,3,Zagueiro,73
7580,30,America-MG,Amarelo,Bruno Nazario,22,Meio-campo,87
7582,30,Bahia,Amarelo,Patrick de Lucca,45,Meio-campo,70
7582,30,Sao Paulo,Amarelo,Emiliano Rigoni,77,Atacante,43
7582,30,Sao Paulo,Amarelo,Liziero,14,Meio-campo,57
7583,30,Ceara,Amarelo,Luiz Otavio,13,Zagueiro,90+2
7583,30,Cuiaba,Amarelo,Rafael Elias,19,Atacante,90+1
7583,30,Ceara,Amarelo,Messias Rodrigues da Silva Junior,3,Zagueiro,90+8
7583,30,Ceara,Amarelo,Jael,9,Atacante,64
7584,30,Chapecoense,Vermelho,Kaio Nunes,96,Meio-campo,59
7584,30,Chapecoense,Amarelo,Alan Santos da Silva,8,Meio-campo,90
7584,30,Flamengo,Amarelo,Bruno Viana,30,Zagueiro,90+8
7584,30,Flamengo,Amarelo,Matheuzinho,34,Zagueiro,44
7584,30,Flamengo,Vermelho,Everton Ribeiro,7,Meio-campo,89
7584,30,Chapecoense,Amarelo,Rene Junior,23,Meio-campo,90+4
7584,30,Chapecoense,Amarelo,Kaio Nunes,96,Meio-campo,51
7584,30,Flamengo,Amarelo,Gabriel Barbosa,9,Atacante,45+2
7567,31,Gremio,Amarelo,Douglas Costa,10,Meio-campo,90+3
7567,31,Fluminense,Amarelo,Nino,33,Zagueiro,45
7567,31,Gremio,Amarelo,Walter Kannemann,4,Zagueiro,90+4
7567,31,Gremio,Amarelo,Lucas Silva Borges,16,Meio-campo,75
7568,31,Athletico-PR,Amarelo,Renato Kayzer,79,Atacante,57
7568,31,Athletico-PR,Amarelo,Christian Roberto Alves Cardoso,88,Meio-campo,7
7568,31,Ceara,Amarelo,Richard de Oliveira Costa,91,Goleiro,69
7568,31,Ceara,Vermelho,Fernando Sobral,8,Meio-campo,85
7568,31,Athletico-PR,Amarelo,Aderbar dos Santos Neto,1,Goleiro,90+6
7568,31,Athletico-PR,Amarelo,Abner Vinicius,16,Meio-campo,23
7568,31,Ceara,Amarelo,Vinicius,29,Atacante,90+7
7568,31,Ceara,Amarelo,Joao Ricardo Riedi,1,Goleiro,28
7570,31,Santos,Amarelo,Joao Paulo,34,Goleiro,75
7570,31,Bragantino,Amarelo,Jadsom,5,Meio-campo,21
7570,31,Santos,Amarelo,Vinicius Zanocelo,25,Meio-campo,72
7569,31,Atletico-MG,Amarelo,Guilherme Arana,13,Zagueiro,82
7569,31,Corinthians,Amarelo,Fabio Santos,26,Zagueiro,85
7569,31,Atletico-MG,Amarelo,Keno,11,Meio-campo,53
7569,31,Corinthians,Amarelo,Giuliano Victor de Paula,11,Meio-campo,49
7571,31,Atletico-GO,Amarelo,Oliveira,14,Zagueiro,82
7571,31,Atletico-GO,Amarelo,Eder,4,Zagueiro,52
7571,31,Palmeiras,Amarelo,Danilo dos Santos de Oliveira,28,Meio-campo,45
7571,31,Atletico-GO,Amarelo,Janderson,7,Meio-campo,68
7574,31,Juventude,Amarelo,William Matheus,66,Zagueiro,43
7574,31,Internacional,Amarelo,Rodrigo Dourado,13,Meio-campo,90
7574,31,Internacional,Amarelo,Gabriel Mercado,25,Zagueiro,19
7574,31,Juventude,Amarelo,Juan Quintero Fletcher,3,Zagueiro,90+2
7574,31,Internacional,Amarelo,Yuri Alberto,11,Atacante,90+2
7574,31,Internacional,Amarelo,Edenilson Andrade dos Santos,8,Meio-campo,69
7572,31,Fortaleza,Amarelo,Wellington Paulista,9,Atacante,90+1
7572,31,Fortaleza,Amarelo,Robson Fernandes,7,Atacante,39
7572,31,Sao Paulo,Amarelo,Welington,34,Zagueiro,86
7572,31,Sao Paulo,Amarelo,Rodrigo Nestor Bertaglia,25,Meio-campo,58
7572,31,Fortaleza,Amarelo,Matheus Jussa,16,Meio-campo,90+7
7572,31,Fortaleza,Amarelo,Felipe Alves,12,Goleiro,84
7572,31,Sao Paulo,Amarelo,Eder Citadin Martins,23,Atacante,86
7572,31,Sao Paulo,Amarelo,Martin Benitez,8,Meio-campo,79
7572,31,Sao Paulo,Amarelo,Gabriel Sara,21,Meio-campo,33
7573,31,Sport,Vermelho,Gustavo,10,Meio-campo,25
7573,31,Sport,Amarelo,Marcao,77,Meio-campo,80
7573,31,America-MG,Amarelo,Paulo Roberto Valoura Junior,55,Meio-campo,61
7573,31,America-MG,Amarelo,Lucas Kal,21,Meio-campo,36
7573,31,Sport,Amarelo,Santiago Trellez,9,Atacante,18
7573,31,America-MG,Amarelo,Alexandre Egea,30,Meio-campo,45+1
7575,31,Bahia,Vermelho,Rossicley Pereira da Silva,7,Atacante,63
7575,31,Bahia,Amarelo,Matheus Bahia Santos,79,Zagueiro,19
7575,31,Flamengo,Vermelho,Diego Ribas,10,Meio-campo,63
7575,31,Bahia,Vermelho,Matheus Bahia Santos,79,Zagueiro,42
7575,31,Bahia,Amarelo,German Conti,5,Zagueiro,30
7587,32,America-MG,Amarelo,Matheus Cavichioli,1,Goleiro,35
7587,32,Gremio,Amarelo,Ruan Tressoldi,44,Zagueiro,37
7587,32,America-MG,Amarelo,Mauro Zarate,99,Atacante,45+5
7587,32,America-MG,Amarelo,Ricardo Silva,45,Zagueiro,32
7586,32,Atletico-GO,Amarelo,Andre Luis,7,Meio-campo,72
7586,32,Santos,Amarelo,Onitlasi Junior de Moraes Rodrigues,42,Meio-campo,56
7586,32,Santos,Amarelo,Kaiky Fernandes,28,Zagueiro,23
7586,32,Atletico-GO,Amarelo,Lucas Gabriel Ribeiro Firmo,22,Atacante,68
7586,32,Santos,Amarelo,Danilo Boza,22,Zagueiro,45+1
7588,32,Bragantino,Amarelo,Jadsom,5,Meio-campo,90+2
7588,32,Fortaleza,Amarelo,Valentin Depietri,34,Atacante,77
7588,32,Fortaleza,Amarelo,Lucas Rafael Araujo Lima,25,Meio-campo,50
7588,32,Bragantino,Amarelo,Cleiton Schwengber,18,Goleiro,90+3
7588,32,Bragantino,Amarelo,Bruno Praxedes,25,Meio-campo,50
7588,32,Fortaleza,Amarelo,Matheus Jussa,16,Zagueiro,74
7588,32,Fortaleza,Amarelo,Bruno Ferreira Melo,30,Meio-campo,44
7589,32,Internacional,Amarelo,Rodrigo Dourado,13,Meio-campo,90+2
7589,32,Internacional,Amarelo,Moises Roberto Barbosa,20,Zagueiro,79
7589,32,Internacional,Amarelo,Carlos Palacios,16,Meio-campo,77
7589,32,Internacional,Amarelo,Bruno Mendez,22,Zagueiro,24
7589,32,Athletico-PR,Amarelo,Thiago Heleno,44,Zagueiro,72
7589,32,Internacional,Amarelo,Mauricio,27,Meio-campo,84
7589,32,Internacional,Amarelo,Victor Cuesta,15,Zagueiro,79
7589,32,Internacional,Amarelo,Rodrigo Lindoso,19,Meio-campo,41
7589,32,Athletico-PR,Amarelo,David Terans,80,Atacante,84
7589,32,Athletico-PR,Amarelo,Marcio Almeida de Oliveira,5,Meio-campo,27
7590,32,Corinthians,Amarelo,Gustavo Mosquito,19,Atacante,90+4
7590,32,Cuiaba,Amarelo,Joao Lucas,2,Zagueiro,71
